,MMM,AOS,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AAP,AMD,AES,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMCR,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,ADI,ANSS,ANTM,AON,APA,AIV,AAPL,AMAT,APTV,ADM,ANET,AJG,AIZ,T,ATO,ADSK,ADP,AZO,AVB,AVY,BKR,BLL,BAC,BAX,BDX,BRK-B,BBY,BIO,BIIB,BLK,BA,BKNG,BWA,BXP,BSX,BMY,AVGO,BR,BFB,CHRW,COG,CDNS,CPB,COF,CAH,KMX,CCL,CARR,CAT,CBOE,CBRE,CDW,CE,CNC,CNP,CTL,CERN,CF,SCHW,CHTR,CVX,CMG,CB,CHD,CI,CINF,CTAS,CSCO,C,CFG,CTXS,CME,CMS,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,CPRT,GLW,CTVA,COST,COTY,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DAL,XRAY,DVN,DXCM,FANG,DLR,DFS,DISCA,DISCK,DISH,DG,DLTR,D,DPZ,DOV,DOW,DTE,DUK,DRE,DD,DXC,ETFC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ETR,EOG,EFX,EQIX,EQR,ESS,EL,RE,EVRG,ES,EXC,EXPE,EXPD,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FRC,FE,FISV,FLT,FLIR,FLS,FMC,F,FTNT,FTV,FBHS,FOXA,FOX,BEN,FCX,GPS,GRMN,IT,GD,GE,GIS,GM,GPC,GILD,GPN,GL,GS,GWW,HRB,HAL,HBI,HIG,HAS,HCA,PEAK,HSIC,HES,HPE,HLT,HFC,HOLX,HD,HON,HRL,HST,HWM,HPQ,HUM,HBAN,HII,IEX,IDXX,INFO,ITW,ILMN,INCY,IR,INTC,ICE,IBM,IFF,IP,IPG,INTU,ISRG,IVZ,IPGP,IQV,IRM,JBHT,JKHY,J,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KEYS,KMB,KIM,KMI,KLAC,KSS,KHC,KR,LB,LHX,LH,LRCX,LW,LVS,LEG,LDOS,LEN,LLY,LNC,LIN,LYV,LKQ,LMT,L,LOW,LYB,MTB,MRO,MPC,MKTX,MAR,MMC,MLM,MAS,MA,MXIM,MKC,MCD,MCK,MDT,MRK,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MNST,MCO,MS,MSI,MSCI,MYL,NDAQ,NOV,NTAP,NFLX,NWL,NEM,NWSA,NWS,NEE,NLSN,NKE,NI,NBL,NSC,NTRS,NOC,NLOK,NCLH,NRG,NUE,NVDA,NVR,ORLY,OXY,ODFL,OMC,OKE,ORCL,OTIS,PCAR,PKG,PH,PAYX,PAYC,PYPL,PNR,PBCT,PEP,PKI,PRGO,PFE,PM,PSX,PNW,PXD,PNC,PPG,PPL,PFG,PG,PGR,PLD,PRU,PEG,PSA,PHM,PVH,QRVO,QCOM,PWR,DGX,RL,RJF,RTX,O,REG,REGN,RF,RSG,RMD,RHI,ROK,ROL,ROP,ROST,RCL,SPGI,CRM,SBAC,SLB,STX,SEE,SRE,NOW,SHW,SPG,SWKS,SLG,SNA,SO,LUV,SWK,SBUX,STT,STE,SYK,SIVB,SYF,SNPS,SYY,TMUS,TROW,TTWO,TPR,TGT,TEL,FTI,TDY,TFX,TXN,TXT,BK,CLX,COO,HSY,MOS,TRV,DIS,TMO,TIF,TJX,TSCO,TT,TDG,TFC,TWTR,TYL,TSN,USB,UDR,ULTA,UAA,UA,UNP,UAL,UNH,UPS,URI,UHS,UNM,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VFC,VIAC,V,VNO,VMC,WRB,WAB,WBA,WMT,WM,WAT,WEC,WFC,WELL,WST,WDC,WU,WRK,WY,WHR,WMB,WLTW,WYNN,XEL,XRX,XLNX,XYL,YUM,ZBRA,ZBH,ZION,ZTS
2020-08-12,165.0,50.11,99.55,93.45,294.85,230.3,79.58,437.37,153.58,78.43,16.99,38.94,96.66,284.0,107.24,39.53,93.22,172.57,100.79,306.27,104.79,53.95,98.2,1487.12,1485.58,43.71,3108.0,11.19,81.52,14.03,83.75,104.76,32.52,247.01,143.13,165.38,101.85,100.23,234.69,109.26,117.2,302.28,282.64,194.95,15.99,37.31,441.99,64.99,90.81,44.83,220.48,108.25,126.37,30.36,104.1,229.3,138.86,1176.85,151.95,119.94,17.48,74.41,27.48,83.17,255.89,213.1,104.56,497.34,290.69,592.14,184.01,1816.3,42.14,90.69,39.46,63.58,325.85,141.7,70.01,96.17,,105.37,50.0,71.0,53.48,104.7,16.2,29.87,143.95,88.52,47.34,118.5,104.18,63.52,20.83,11.16,72.55,35.91,35.5,590.99,90.8,1158.0,133.65,93.27,185.14,84.03,319.21,47.28,54.94,27.37,135.71,169.88,61.27,48.3,66.96,76.36,43.01,43.16,37.52,53.72,40.37,73.51,174.38,100.01,32.5,27.2,333.74,4.22,162.99,75.58,213.49,65.83,69.43,201.57,85.13,82.35,191.29,30.04,46.12,12.67,412.2,45.11,151.92,56.94,22.8,20.96,35.56,193.0,96.82,78.8,390.36,112.95,45.22,118.22,84.02,39.2,59.0,20.08,54.64,75.5,103.43,54.4,197.5,54.0,77.0,136.88,70.95,,50.33,165.13,764.68,54.96,220.44,208.0,231.75,53.65,86.58,38.0,88.35,86.52,103.32,,138.11,258.97,47.58,82.54,200.0,143.74,22.05,120.92,29.9,98.89,236.24,38.52,32.16,110.0,7.33,127.31,74.0,81.86,24.95,25.17,23.02,14.2,15.24,101.82,132.19,160.37,6.87,62.26,28.99,95.96,68.69,172.26,87.28,214.7,354.69,15.63,16.46,16.12,44.6,79.31,132.87,28.31,67.41,54.8,10.28,88.61,27.02,66.26,279.75,162.52,51.7,11.79,18.6,18.81,419.15,10.29,170.02,175.21,375.02,83.07,198.41,342.48,93.05,36.07,48.67,99.33,127.61,126.93,37.34,19.44,299.93,676.24,11.5,160.38,160.22,29.71,138.53,184.55,92.38,113.43,147.54,41.09,106.16,25.67,184.79,68.3,13.4,99.27,156.59,12.52,14.65,201.56,23.71,34.89,34.38,27.3,183.34,187.08,372.18,64.87,51.39,41.59,96.21,74.29,150.79,41.02,247.91,52.41,32.0,394.02,39.4,156.13,72.03,113.69,6.14,38.03,482.02,99.21,117.84,226.45,57.61,328.66,69.06,198.51,206.86,152.0,102.1,81.37,41.48,952.82,21.94,101.86,48.38,205.29,117.13,92.29,38.73,55.05,81.24,277.12,52.63,142.47,355.22,16.7,131.15,13.27,44.0,471.34,17.41,64.47,15.1,15.11,279.26,16.44,105.72,24.48,10.88,207.0,85.93,343.18,22.49,16.11,35.08,45.92,439.63,3946.58,456.27,15.5,189.5,56.11,30.65,54.52,64.97,90.61,100.62,210.58,74.43,286.94,190.0,45.33,11.92,135.34,118.22,53.36,37.83,79.31,65.34,81.16,109.22,114.73,122.11,28.6,46.93,133.77,90.03,102.2,72.5,54.71,199.53,44.74,55.09,128.89,110.39,50.5,120.49,71.1,77.14,65.13,63.11,43.96,599.9,12.18,91.16,174.0,56.6,233.95,54.32,436.91,93.62,60.52,347.44,193.0,296.74,20.66,45.71,41.15,132.24,425.14,656.22,67.8,142.34,51.08,155.44,54.52,35.83,162.69,79.59,71.53,159.33,190.61,256.55,25.65,191.2,61.1,114.27,140.18,167.02,15.7,135.11,95.15,8.93,332.68,378.77,137.47,39.29,38.93,223.52,302.23,142.97,18.01,121.56,130.67,408.9,124.92,57.78,146.0,120.3,499.65,41.61,37.5,328.11,66.38,39.11,35.97,217.84,11.23,9.99,191.86,37.55,318.0,157.25,178.03,113.84,19.8,54.65,173.73,41.33,202.14,188.46,58.6,263.08,65.31,27.21,199.0,37.41,133.57,64.5,71.28,42.3,130.47,112.03,215.73,91.37,25.98,56.78,264.44,37.31,23.33,31.53,29.08,178.72,21.69,197.7,89.49,70.72,17.89,104.67,80.95,93.3,281.97,139.66,35.61,157.31
